Object.ID,level,level2,level3,Names,Material,Materials,Object.Name,Link.Resource
503525,Aerophone,Reed Vibrated,double reed,Bassoon,Wood,Wood | brass,Bassoon,http://www.metmuseum.org/art/collection/search/503525
503527,Aerophone,Lip Vibrated,horn,Cor solo,Brass,Brass | original wooden box.,Cor solo,http://www.metmuseum.org/art/collection/search/503527
503541,Aerophone,Whistle Flute,recorder,Fipple Flute,Pottery,Pottery | polychrome,Fipple Flute,http://www.metmuseum.org/art/collection/search/503541
503542,Aerophone,Blow Hole,vessel flute,Jaguar Whistling Jar,Ceramic,Ceramic | polychrome,Jaguar Whistling Jar,http://www.metmuseum.org/art/collection/search/503542
503553,Aerophone,Lip Vibrated,trumpet / trombone,Valve Trumpet,Brass,Brass | nickel-silver,Valve Trumpet,http://www.metmuseum.org/art/collection/search/503553
503577,Aerophone,Lip Vibrated,horn,Cornet Omnitonique,Wood,Wood | metal | various materials,Cornet Omnitonique,http://www.metmuseum.org/art/collection/search/503577
503578,Aerophone,Reed Vibrated,bagpipe,Musette de Cour,Leather,Leather | ivory | silk | wood | silver | iron,Musette de Cour,http://www.metmuseum.org/art/collection/search/503578
503632,Aerophone,Free Reed,mouth organ,Sheng,Wood,Wood | metal | ivory,Sheng,http://www.metmuseum.org/art/collection/search/503632
503639,Aerophone,Reed Vibrated,bagpipe,Tulum,Wood,Wood | cane | goat or kidskin,Tulum,http://www.metmuseum.org/art/collection/search/503639
503645,Aerophone,Lip Vibrated,horn,Wind Instrument,Wood,Wood | metal | various materials,Wind Instrument,http://www.metmuseum.org/art/collection/search/503645
503656,Aerophone,Lip Vibrated,horn,Rufhorn,Wood,Wood | metal | various materials,Rufhorn,http://www.metmuseum.org/art/collection/search/503656
503657,Aerophone,Lip Vibrated,trumpet / trombone,Cornu,Wood,Wood | metal | various materials,Cornu,http://www.metmuseum.org/art/collection/search/503657
503699,Aerophone,Reed Vibrated,double reed,Tibia,Ivory,Ivory | silver | chalcedony,Tibia,http://www.metmuseum.org/art/collection/search/503699
503762,Aerophone,Lip Vibrated,Lip Vibrated,Rotary Valve Cornet,Metal,Metal | silver plated,Rotary Valve Cornet,http://www.metmuseum.org/art/collection/search/503762
503796,Aerophone,Lip Vibrated,trumpet / trombone,Bone Trumpet,Wood,Wood | metal | various materials,Bone Trumpet,http://www.metmuseum.org/art/collection/search/503796
503810,Aerophone,Lip Vibrated,Lip Vibrated,Keyed Bugle,Wood,Wood | metal | various materials,Keyed Bugle,http://www.metmuseum.org/art/collection/search/503810
503814,Aerophone,Lip Vibrated,Lip Vibrated,Valve Trumpet in C,Brass,Brass | nickel-silver,NA,http://www.metmuseum.org/art/collection/search/503814
503819,Aerophone,Blow Hole,side-blown flute (transverse),Fife,Maple,Maple | brass,Fife,http://www.metmuseum.org/art/collection/search/503819
503897,Aerophone,Organ,Organ,Positive Organ,Woods,Woods | metal alloys | leather and various materials.,Positive Organ,http://www.metmuseum.org/art/collection/search/503897
503905,Aerophone,Blow Hole,vessel flute,Xun,Wood,Wood | metal | various materials,Xun,http://www.metmuseum.org/art/collection/search/503905
503940,Aerophone,Whistle Flute,Whistle Flute,Double Whistle,Pottery,Pottery | paint,Double Whistle,http://www.metmuseum.org/art/collection/search/503940
503955,Aerophone,Lip Vibrated,Lip Vibrated,Cor d'orchestre,Wood,Wood | metal | various materials,Cor d'orchestre,http://www.metmuseum.org/art/collection/search/503955
503956,Aerophone,Lip Vibrated,Lip Vibrated,Cor omnitonique,Wood,Wood | metal | various materials,Cor omnitonique,http://www.metmuseum.org/art/collection/search/503956
503957,Aerophone,Lip Vibrated,Lip Vibrated,Alto or Tenor Cornopean,Brass,Brass | nickel-silver,Alto or Tenor Cornopean,http://www.metmuseum.org/art/collection/search/503957
503962,Aerophone,Lip Vibrated,Lip Vibrated,Trompette Demilune,Wood,Wood | metal | various materials,Trompette Demilune,http://www.metmuseum.org/art/collection/search/503962
503968,Aerophone,Lip Vibrated,Lip Vibrated,Natural Trumpet,Wood,Wood | metal | various materials,Natural Trumpet,http://www.metmuseum.org/art/collection/search/503968
504179,Aerophone,Whistle Flute,flageolet,Flageolet,Boxwood,Boxwood | ivory | brass,Flageolet,http://www.metmuseum.org/art/collection/search/504179
504189,Aerophone,Free Reed,harmonium,Reed Organ (Physharmonika),Wood,Wood | metal,Reed Organ (Physharmonika),http://www.metmuseum.org/art/collection/search/504189
504190,Aerophone,Blow Hole,side-blown flute (transverse),Alto Flute,Boxwood,Boxwood | ivory | silver | pewter | brass | cork,Alto Flute,http://www.metmuseum.org/art/collection/search/504190
504200,Aerophone,Automatic,Automatic,Serinette,wood,wood | various materials,Serinette,http://www.metmuseum.org/art/collection/search/504200
504201,Aerophone,Reed Vibrated,single reed conical,Soprano saxophone in B-Flat,unplated brass,unplated brass | wood,NA,http://www.metmuseum.org/art/collection/search/504201
504212,Aerophone,Organ,Organ,Reed Organ (Physharmonica),Palisander,Palisander | brass.,Reed Organ (Physharmonica),http://www.metmuseum.org/art/collection/search/504212
504245,Aerophone,Reed Vibrated,single reed cylindrical,Basset Horn,Wood,Wood | leather | brass,Basset Horn,http://www.metmuseum.org/art/collection/search/504245
504257,Aerophone,Lip Vibrated,horn,Serpent,Wood,Wood | leather cover,Serpent,http://www.metmuseum.org/art/collection/search/504257
504397,Aerophone,Free Reed,harmonium,Harmonium,Wood,Wood | various materials,Harmonium,http://www.metmuseum.org/art/collection/search/504397
504400,Aerophone,Free Reed,Free Reed,Melodeon,Wood,Wood | various materials,Melodeon,http://www.metmuseum.org/art/collection/search/504400
504434,Aerophone,Free Reed,Free Reed,Cécilium,Maple,Maple | brass.,Cécilium,http://www.metmuseum.org/art/collection/search/504434
504497,Aerophone,Other,Other,Walking-Stick Flute/Oboe,Narwhal (narwhahl) tusk,Narwhal (narwhahl) tusk | ivory | gilt brass,Walking-Stick Flute/Oboe,http://www.metmuseum.org/art/collection/search/504497
504593,Aerophone,Lip Vibrated,Lip Vibrated,Bass saxhorn,Wood,Wood | metal | various materials,Bass saxhorn,http://www.metmuseum.org/art/collection/search/504593
504617,Aerophone,Lip Vibrated,horn,Rkang-Gling (Trumpet),Brass,Brass | cloisonné,Rkang-Gling (Trumpet),http://www.metmuseum.org/art/collection/search/504617
504626,Aerophone,Reed Vibrated,single reed conical,Alto Saxophone,Brass,Brass | ebony or cocus wood mouthpiece,Alto Saxophone,http://www.metmuseum.org/art/collection/search/504626
504650,Aerophone,Other,Other,Megaphone,Wood,Wood | metal | various materials,Megaphone,http://www.metmuseum.org/art/collection/search/504650
504667,Aerophone,Lip Vibrated,Lip Vibrated,circular trumpet,Brass,Brass | nickel-silver,circular trumpet,http://www.metmuseum.org/art/collection/search/504667
504674,Aerophone,Lip Vibrated,Lip Vibrated,French Horn,Brass,Brass | nickel-silver,French Horn,http://www.metmuseum.org/art/collection/search/504674
504686,Aerophone,Other,Other,Trombone,Wood,Wood | metal | various materials,Trombone,http://www.metmuseum.org/art/collection/search/504686
504717,Aerophone,Lip Vibrated,trumpet / trombone,Lapa (Trumpet),Wood,Wood | metal | various materials,Lapa (Trumpet),http://www.metmuseum.org/art/collection/search/504717
504718,Aerophone,Lip Vibrated,trumpet / trombone,Zhajiao (Trumpet),Wood,Wood | metal | various materials,Zhajiao (Trumpet),http://www.metmuseum.org/art/collection/search/504718
504752,Aerophone,Lip Vibrated,trumpet / trombone,Speaking Trumpet,Wood,Wood | metal | various materials,Speaking Trumpet,http://www.metmuseum.org/art/collection/search/504752
504753,Aerophone,Organ,Organ,Regal,Wood,Wood | various,Regal,http://www.metmuseum.org/art/collection/search/504753
504777,Aerophone,Lip Vibrated,horn,Cornopean,Wood,Wood | metal | various materials,Cornopean,http://www.metmuseum.org/art/collection/search/504777
504849,Aerophone,Free Reed,Free Reed,Physharmonika,Wood,Wood | metal | glass | brass | ivory | leather,Physharmonika,http://www.metmuseum.org/art/collection/search/504849
504920,Aerophone,Lip Vibrated,trumpet / trombone,Russian Bassoon (Bass Horn),wood,wood | brass,Russian Bassoon (Bass Horn),http://www.metmuseum.org/art/collection/search/504920
504965,Aerophone,Free Reed,Free Reed,Autophone Organette,Wood,Wood | metal | various,Autophone Organette,http://www.metmuseum.org/art/collection/search/504965
505011,Aerophone,Free Reed,Free Reed,Mouth Organ,Wood,Wood | leather | various materials,Mouth Organ,http://www.metmuseum.org/art/collection/search/505011
505032,Aerophone,Lip Vibrated,trumpet / trombone,Rkangling (legbone flute),Bone,Bone | copper | hide,Rkangling (legbone flute),http://www.metmuseum.org/art/collection/search/505032
505085,Aerophone,Lip Vibrated,trumpet / trombone,Coach Horn (?),Wood,Wood | metal | various materials,Coach Horn (?),http://www.metmuseum.org/art/collection/search/505085
505086,Aerophone,Whistle Flute,Whistle Flute,Kooauau,Wood,Wood | metal | various materials,Kooauau,http://www.metmuseum.org/art/collection/search/505086
505194,Aerophone,Reed Vibrated,bagpipe,Zuqqara (bagpipe),Cane,Cane | wood | goatskin | leather,Zuqqara (bagpipe),http://www.metmuseum.org/art/collection/search/505194
505208,Aerophone,Reed Vibrated,single reed cylindrical,Clarinet,Boxwood,Boxwood | ivory,Clarinet,http://www.metmuseum.org/art/collection/search/505208
505228,Aerophone,Organ,Organ,Upright piano and reed organ,Wood,Wood | metal | various materials,Upright piano and reed organ,http://www.metmuseum.org/art/collection/search/505228
505280,Aerophone,Lip Vibrated,trumpet / trombone,Rkangling,Copper,Copper | coral | stones,Rkangling,http://www.metmuseum.org/art/collection/search/505280
505311,Aerophone,Lip Vibrated,horn,Bass Ophicleide,Wood,Wood | metal | various materials,Bass Ophicleide,http://www.metmuseum.org/art/collection/search/505311
505353,Aerophone,Reed Vibrated,double reed,Bladder Pipe,Wood,Wood | leather | pig's bladder,Bladder Pipe,http://www.metmuseum.org/art/collection/search/505353
505432,Aerophone,Reed Vibrated,Reed Vibrated,Arghoul,Wood,Wood | metal | various materials,Arghoul,http://www.metmuseum.org/art/collection/search/505432
505483,Aerophone,Organ,Organ,Portative Organ,Wood,Wood | metal | various materials,Portative Organ,http://www.metmuseum.org/art/collection/search/505483
505628,Aerophone,Whistle Flute,vessel flute,Whistle,Ceramic,Ceramic | polychrome,Whistle,http://www.metmuseum.org/art/collection/search/505628
505631,Aerophone,Whistle Flute,vessel flute,Whistle Jar,Wood,Wood | metal | various materials,Whistle Jar,http://www.metmuseum.org/art/collection/search/505631
505639,Aerophone,Whistle Flute,recorder,Tabor Pipe,wood,wood | ivory,Tabor Pipe,http://www.metmuseum.org/art/collection/search/505639
505677,Aerophone,Reed Vibrated,double reed,Soprano Dulcian,Boxwood,Boxwood | brass,Soprano Dulcian,http://www.metmuseum.org/art/collection/search/505677
505681,Aerophone,Whistle Flute,recorder,Alto Recorder,Wood,Wood | ivory,Alto Recorder,http://www.metmuseum.org/art/collection/search/505681
505725,Aerophone,Organ,Organ,Chest Organ,Wood,Wood | stone | leather | metal,Chest Organ,http://www.metmuseum.org/art/collection/search/505725
505798,Aerophone,Lip Vibrated,Lip Vibrated,Cor Solo,Brass,Brass | silver,Cor Solo,http://www.metmuseum.org/art/collection/search/505798
506045,Aerophone,Other,Other,Galoubet,Ivory,Ivory | leather,Galoubet,http://www.metmuseum.org/art/collection/search/506045
506053,Aerophone,Whistle Flute,recorder,Bass Recorder,Wood (fruit wood),Wood (fruit wood) | brass | ivory,Bass Recorder,http://www.metmuseum.org/art/collection/search/506053
506723,Aerophone,Whistle Flute,recorder,Tenor Recorder,Wood,Wood | metal | various materials,Tenor Recorder,http://www.metmuseum.org/art/collection/search/506723
506725,Aerophone,Reed Vibrated,double reed,Dulzian,Wood,Wood | metal | various materials,Dulzian,http://www.metmuseum.org/art/collection/search/506725
506785,Aerophone,Reed Vibrated,double reed,Tenor Oboe,Stained pearwood,Stained pearwood | brass,Tenor Oboe,http://www.metmuseum.org/art/collection/search/506785
506816,Aerophone,Lip Vibrated,Lip Vibrated,Serpent,Wood,Wood | leather | paint | brass,Serpent,http://www.metmuseum.org/art/collection/search/506816
631124,Aerophone,Lip Vibrated,Lip Vibrated,Tuba,Wood,Wood | metal | various materials,Tuba,http://www.metmuseum.org/art/collection/search/631124
652387,Aerophone,Lip Vibrated,trumpet / trombone,Tenor valve trombone,Brass,Brass | white metal | cork,Tenor valve trombone,http://www.metmuseum.org/art/collection/search/652387
718397,Aerophone,Blow Hole,end-blown flute (vertical),Yuping Xiao (end-blown flute),Wood,Wood | metal | various materials,Yuping Xiao (end-blown flute),http://www.metmuseum.org/art/collection/search/718397
768802,Aerophone,Lip Vibrated,Lip Vibrated,Paracas ceramic trumpet,Ceramic,Ceramic | polychrome,Paracas ceramic trumpet,http://www.metmuseum.org/art/collection/search/768802
